FSN,ID
radionuclide procedure,371572003
nuclear medicine (procedure),371572003
"nuclear medicine procedure, nos",371572003
nm - nuclear medicine,371572003
nuclear medicine procedures,371572003
"tomographic imaging, plain radiologic - action",371575001
diagnostic laminographic examination,371575001
"diagnostic tomography, nos",371575001
tomographic imaging procedure (procedure),371575001
tomographies,371575001
tomogram,371575001
"diagnostic tomographic examination, nos",371575001
diagnostic tomographic examination,371575001
tomograms,371575001
tomographic imaging - action,371575001
diagnostic tomography,371575001
"diagnostic laminographic examination, nos",371575001
tomographic imaging procedure,371575001
tomographic imaging,371575001
tomographic imaging - action (qualifier value),371575001
tomography,371575001
"tomographic imaging, plain radiologic - action (qualifier value)",371575001
spondyloarthropathy (diagnosis),372109003
"spondylarthrosis, nos",372109003
spondyloarthropathies,372109003
spondylarthrosis,372109003
spondylarthrosis nos,372109003
disorder of joint of spine,372109003
spinal joint disease (diagnosis),372109003
bechterew syndrome,372109003
spondarthropathy,372109003
marie-strumpell spondylitis,372109003
spondyloarthropathy,372109003
marie strumpell spondylitis,372109003
spondyloarthrosis,372109003
"syndrome, bechterew",372109003
"spondylitis, marie-strumpell",372109003
disorder of joint of spine (disorder),372109003
spondylarthropathy,372109003
spinal joint disease,372109003
spondylarthropathies,372109003
lower gastrointestinal tract part,372198002
lower gastrointestinal tract part (body structure),372198002
immunomodulator,372558009
product containing immunomodulator (product),372558009
immunomodulators,372558009
immunomodulator (medication),372558009
substance with immunomodulator mechanism of action,372558009
substance with immunomodulator mechanism of action (substance),372558009
immunomodulator-containing product,372558009
nonsteroidal anti-inflammatory agents,372665008
"anti-inflammatory agent, non-steroidal",372665008
"anti-inflammatory agent, nonsteroidal",372665008
"anti-inflammatory agents, non-steroidal",372665008
nonsteroidal antiinflammatory agents,372665008
nonsteroidal anti inflammatory agents,372665008
non-steroidal anti-inflammatory agent (substance),372665008
nsaid,372665008
"agent, nonsteroidal anti-inflammatory",372665008
non-steroidal anti-inflammatory agents,372665008
non steroidal anti inflammatory agent,372665008
nonsteroidal antiinflammatory drugs,372665008
"agent, non-steroidal anti-inflammatory",372665008
"non-steroidal anti-inflammatory agent, nos",372665008
"antiinflammatory agents, non steroidal",372665008
non-steroidal anti-inflammatory drug,372665008
non steroidal anti inflammatory agents,372665008
nonsteroidal anti inflammatory agent,372665008
nonsteroidal anti-inflammatory drugs,372665008
non-steroidal anti-inflammatory agent (product),372665008
nonsteroidal antiinflammatory agent,372665008
nonsteroidal antiinflammatory drug,372665008
"anti inflammatory agents, nonsteroidal",372665008
"antiinflammatory agents, nonsteroidal",372665008
nonsteroidal anti-inflammatory agent,372665008
nonsteroidal anti-inflammatory drugs (nsaids),372665008
non-steroidal anti-inflammatory agent,372665008
nonsteroidal anti-inflammatory drugs (medication),372665008
nsaid - non-steroidal anti-inflammatory drug,372665008
nsaids,372665008
radioisotope scanning,373205008
nuclear medicine imaging,373205008
isotope studies,373205008
radioisotope study,373205008
ri scan,373205008
isotope scanning,373205008
radioisotope studies,373205008
nuclear medicine scan,373205008
radioisotope scans,373205008
nuclear scans,373205008
radionuclide imaging/scanning,373205008
"imaging, gamma camera",373205008
isotope study,373205008
liver imaging,373205008
scanning,373205008
gamma camera imaging,373205008
scintigraphy,373205008
nuclear medicine imaging procedure,373205008
scan,373205008
scintigraphy nos,373205008
nm - nuclear medicine,373205008
radioisotope scan (procedure),373205008
radionuclide lymphangiogram,373205008
radionuclide studies,373205008
radionuclide scan,373205008
radioisotope scan nos,373205008
radionuclide scanning and imaging,373205008
thyroid imaging,373205008
"scanning or imaging, radionuclide",373205008
"imaging, radionuclide",373205008
radionuclide imaging,373205008
radionuclide scanning,373205008
isotope scan,373205008
nuclear medicine,373205008
"scanning, radioisotope",373205008
radioisotope scan,373205008
isotope scans,373205008
scintigraphies,373205008
"radionuclide scanning, nos",373205008
radionuclide scans,373205008
radionuclide study,373205008
nuclear medicine imaging procedure (procedure),373205008
analgesics non-narcotic,373216001
nonopioid analgesic,373216001
"analgesics, non-narcotic",373216001
non narcotic analgesics,373216001
"analgesic, nonopioid",373216001
nonnarcotic analgesic,373216001
"opioid analgesic, non",373216001
non-narcotic analgesics,373216001
non narcotic analgesic,373216001
"analgesic, non opioid",373216001
analgesics non opioid,373216001
non-opioid analgesic,373216001
analgesics.non-narcotic,373216001
non-opioid analgesics,373216001
non-opioid analgesic (substance),373216001
"analgesics, non-opioid",373216001
non opioid analgesic,373216001
"analgesics, nonopioid",373216001
analgesic non narcotic,373216001
non opioid analgesics,373216001
"analgesics, non narcotic",373216001
nonnarcotic analgesics,373216001
nonopioid analgesics,373216001
"analgesic, non-opioid",373216001
"analgesics, nonnarcotic",373216001
medicinal product acting as analgesic agent (product),373265006
anodyne,373265006
analgesic drug,373265006
analgesics drug,373265006
analgesics,373265006
analgesic agent,373265006
analgesic drugs,373265006
pain-relief medication,373265006
"drugs, analgesic",373265006
pain relievers,373265006
"analgesic, nos",373265006
pain killers,373265006
analgesic agents,373265006
painkillers,373265006
pain medicine,373265006
analgesic,373265006
"agents, analgesic",373265006
pain medicines,373265006
anodynes,373265006
analgesic preparation,373265006
pain killer drug,373265006
analgesic (substance),373265006
analgesics drugs,373265006
analgesics (medication),373265006
pain relieving drugs,373265006
inflammatory disorder of digestive system,373407002
inflammatory disorder of digestive tract,373407002
disease of digestive system inflammatory disorder,373407002
inflammatory disorder of digestive tract (disorder),373407002
inflammatory disorder of digestive system (diagnosis),373407002
inflammatory disorder of digestive system (disorder),373407002
hair structure (body structure),386045008
"hair, nos",386045008
hairs,386045008
pili,386045008
hair,386045008
hairs set,386045008
structure of hair,386045008
set of hairs,386045008
hair structure,386045008
patient evaluation - action,386053000
assessment procedure,386053000
evaluation procedure (procedure),386053000
evaluation procedure,386053000
clinical investigation,386053000
investigation,386053000
clinical evaluation,386053000
assessment,386053000
evaluation - action,386053000
assessment procedures,386053000
investigation nos,386053000
evaluation - action (qualifier value),386053000
investigations,386053000
assessments,386053000
evaluation,386053000
risk identification,386413005
risk identification (procedure),386413005
genetic risk identification (procedure),386415003
genetic risk identification,386415003
risk identification: genetic,386415003
manipulation of joint,387688006
joint;manipulation,387688006
manipulation joint,387688006
manipulation of joint (treatment),387688006
